id,race,age,gender,hand,country,A_1,A_10,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,C_1,C_10,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,E_1,E_10,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,N_1,N_10,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,O_1,O_10,O_2,O_3,O_4,O_5,O_6,O_7,O_8,O_9
12639,3,18,1,1,LT,4,2,1,4,1,5,2,5,1,1,4,2,1,4,3,1,2,3,4,3,1,4,5,2,4,1,1,1,1,1,3,1,2,2,3,2,1,2,1,2,3,4,2,4,3,3,2,4,2,2
12640,3,23,1,1,CA,1,4,5,2,5,2,5,1,5,5,5,5,4,5,4,4,5,4,1,4,3,5,5,5,3,4,5,5,5,5,1,1,5,1,1,1,1,1,1,1,5,5,1,5,1,4,1,5,4,5
12641,3,56,2,2,US,1,5,5,1,5,1,5,1,5,5,4,4,3,3,2,1,3,2,4,2,3,3,2,4,2,4,2,4,5,1,4,4,4,2,1,1,1,4,4,1,4,5,1,5,1,5,1,5,3,5
12642,3,58,1,1,AE,2,3,5,2,4,2,4,2,3,3,3,5,4,5,1,2,4,5,1,3,3,4,1,3,1,5,1,2,4,4,4,5,4,4,4,1,3,2,2,4,4,5,1,5,1,5,5,5,4,5
12643,3,19,1,2,US,1,1,3,4,2,5,1,5,2,4,5,3,1,5,1,4,4,4,1,3,1,5,4,2,5,1,5,1,5,1,5,5,1,5,2,5,5,5,1,5,5,5,2,5,1,2,1,3,4,5
12644,3,16,2,1,US,4,3,5,1,2,2,3,2,3,5,2,2,3,4,4,1,4,1,3,1,4,4,3,4,2,3,2,4,4,3,2,3,5,2,2,2,1,4,4,2,4,3,1,5,2,3,1,4,4,2
12645,3,15,1,1,US,1,3,4,2,5,1,4,1,3,5,3,4,4,4,3,3,4,3,3,3,4,3,1,5,2,4,2,5,2,5,4,4,5,3,2,2,3,2,2,2,4,5,2,5,2,4,1,4,4,4
12646,13,25,2,1,IN,1,4,5,2,4,1,4,2,5,5,3,4,3,4,2,4,1,1,2,2,1,4,1,3,3,2,1,2,4,1,3,2,5,4,4,3,3,4,4,4,4,4,1,4,2,4,2,4,3,5
12647,3,29,1,1,US,5,3,1,3,1,5,1,5,3,1,4,4,5,4,3,1,5,5,5,3,1,5,2,2,3,1,2,1,5,3,5,5,1,5,5,5,5,5,5,5,3,5,5,5,2,4,1,4,3,5
12648,13,23,2,1,KE,1,4,5,1,5,1,5,1,5,5,3,3,1,3,1,3,1,5,3,1,3,3,3,5,3,3,2,3,3,1,2,1,5,1,5,3,1,1,1,1,3,3,5,4,5,4,1,3,3,3
12649,11,22,2,1,MY,5,4,4,1,4,3,5,1,3,5,4,4,3,5,2,2,2,2,1,4,2,2,2,4,3,4,1,4,3,4,2,2,3,4,2,3,2,1,1,2,3,4,2,4,3,4,2,3,2,3
12650,3,43,2,1,GB,1,5,5,2,5,1,5,1,4,5,3,3,5,5,3,3,4,3,3,3,1,5,3,3,4,3,3,2,4,2,4,3,3,5,3,4,4,4,4,4,3,4,3,3,2,4,3,4,2,5
12651,3,69,2,1,US,2,3,2,1,4,3,3,4,3,3,2,3,2,3,3,3,1,4,2,1,1,5,4,1,5,2,3,1,5,1,5,5,1,5,1,5,5,2,2,3,5,4,1,4,1,3,1,4,5,5
12652,3,34,1,2,GB,4,3,2,2,2,4,1,4,2,2,3,5,4,5,3,1,4,2,3,1,4,3,2,4,3,5,3,5,3,4,4,3,3,5,3,1,1,4,4,4,5,4,1,5,3,4,1,5,5,5
12653,4,46,1,2,GB,2,4,3,1,4,2,3,2,3,4,5,5,1,5,1,5,2,4,1,4,2,3,2,2,4,4,2,4,4,4,3,1,2,4,4,3,2,2,1,2,3,4,2,4,2,4,2,3,2,4
12654,3,15,2,1,RO,2,5,5,1,5,2,5,2,4,4,3,3,4,3,3,2,4,3,3,3,3,3,3,4,4,3,2,4,4,4,4,3,4,4,3,2,2,5,4,3,4,4,2,5,2,4,1,4,3,5
12655,3,18,2,1,IT,4,4,4,1,4,1,2,2,3,4,3,3,3,4,2,1,4,3,3,3,3,5,2,4,3,2,1,2,2,4,4,1,4,3,1,1,4,2,2,4,4,4,2,4,1,4,2,4,4,5
12656,13,36,2,1,CA,1,4,4,1,4,2,5,1,4,5,4,5,4,4,1,3,4,1,1,4,3,2,1,4,1,5,1,5,2,4,4,2,2,4,4,2,3,2,2,2,4,4,2,4,1,5,1,5,4,5
12657,3,19,2,1,US,3,3,4,4,3,3,4,3,4,4,4,4,1,4,2,3,1,5,3,5,4,3,1,5,1,5,1,5,3,5,3,1,3,4,1,3,3,4,4,4,3,3,2,3,3,3,2,4,3,3
12658,3,16,2,1,US,1,4,5,1,5,1,1,1,5,5,2,5,2,5,1,4,2,1,1,2,2,4,2,5,1,4,1,4,3,5,2,2,5,5,1,4,1,5,3,2,5,5,1,5,1,5,1,5,5,5
12659,5,17,2,1,US,1,3,5,1,5,1,4,2,5,5,3,4,3,4,3,4,4,2,1,2,4,3,2,4,3,3,1,3,3,5,3,2,2,4,3,4,3,2,1,3,4,5,1,5,1,4,1,5,3,5
12660,1,17,2,1,US,2,4,3,3,4,1,4,3,4,5,2,4,2,4,3,5,2,4,3,3,3,2,4,2,3,4,3,3,3,4,5,3,5,4,3,4,3,2,2,5,3,3,2,2,2,3,2,2,2,5
12661,11,29,2,1,SG,5,1,5,1,5,5,5,5,5,3,1,3,4,3,5,3,3,1,2,1,1,5,5,1,5,1,5,1,5,1,1,3,4,4,3,3,3,3,5,1,3,3,3,4,1,3,1,1,3,5
12662,1,21,2,1,US,1,3,4,2,4,1,3,1,3,4,2,3,2,3,3,3,3,3,3,3,1,3,3,1,3,5,3,5,5,2,5,4,3,4,3,3,3,3,3,3,1,3,3,5,3,2,3,4,1,3
12663,3,16,2,1,US,2,1,2,5,4,2,2,5,4,5,2,1,2,2,5,1,5,2,1,1,2,5,3,2,4,2,3,1,5,2,5,4,2,5,2,2,5,5,5,5,4,3,4,5,3,4,1,1,4,5
12664,13,20,2,1,US,4,4,4,1,3,2,4,1,4,3,4,3,2,4,2,3,2,4,3,2,3,3,3,5,3,3,2,4,3,3,3,2,3,4,3,2,2,2,3,3,3,3,3,3,3,3,2,4,2,3
12665,3,14,2,3,US,1,5,5,5,5,1,5,1,5,5,5,5,2,5,1,5,2,3,1,1,1,3,4,1,3,3,1,2,4,3,1,1,5,5,5,1,3,2,1,3,5,5,1,5,1,5,1,5,5,5
12666,11,22,2,1,MY,5,4,4,1,4,4,4,3,2,4,4,4,3,5,3,1,2,1,1,4,3,2,1,4,3,5,1,4,3,4,1,2,3,4,3,4,2,1,1,1,3,4,2,5,3,5,2,4,2,2
12667,3,19,2,1,US,1,5,2,3,5,3,5,4,5,5,5,5,1,5,1,3,1,5,3,5,1,5,1,1,5,1,1,1,5,1,5,5,1,5,1,5,5,5,5,5,5,5,3,5,3,5,1,5,4,5
12668,11,16,1,2,PH,2,3,4,2,4,2,4,3,4,4,3,3,3,3,2,3,4,4,3,2,2,4,3,3,3,2,3,2,2,3,4,3,2,4,3,4,4,4,4,4,4,3,4,1,4,4,3,4,4,3
12669,4,21,1,1,IN,4,3,3,1,4,4,3,2,2,2,4,4,1,5,1,5,2,5,3,4,1,5,5,5,4,1,4,1,2,5,4,3,4,3,3,2,2,4,2,4,2,4,1,4,1,4,1,5,1,4
12670,1,22,1,1,US,2,4,2,3,3,4,4,4,4,4,5,4,4,2,4,2,5,4,3,4,1,5,5,1,5,2,5,1,4,2,3,2,3,4,2,4,2,2,2,2,4,4,1,5,1,5,2,4,5,4
12671,3,27,2,1,US,5,3,4,2,4,2,4,1,4,4,3,3,2,4,1,1,4,3,2,4,2,3,2,3,2,4,2,5,3,3,3,3,3,4,2,3,3,2,2,2,5,5,2,5,2,4,1,4,4,4
12672,1,21,2,1,US,1,3,3,2,3,3,2,3,3,2,3,4,1,4,4,2,4,5,3,4,1,4,4,2,3,2,2,1,3,1,4,3,3,4,3,1,4,5,4,4,4,4,1,4,1,4,1,4,4,5
12673,3,27,1,1,CA,2,3,4,3,4,3,4,3,4,4,5,4,4,5,2,2,3,4,1,3,2,3,3,4,4,4,2,4,4,2,3,2,4,5,3,2,2,2,2,2,4,4,2,5,1,5,1,5,5,5
12674,3,21,1,2,AU,2,4,4,3,4,2,4,2,3,4,2,3,2,4,3,2,3,3,3,3,3,3,3,4,3,5,2,4,3,4,4,4,2,4,1,2,2,4,4,4,5,5,2,5,1,4,1,4,5,5
12675,1,21,2,1,US,3,4,2,2,4,3,2,4,2,2,4,4,2,4,5,2,4,5,4,4,1,5,4,1,5,1,2,1,4,2,4,4,4,5,2,2,5,5,5,5,4,5,1,5,1,4,1,4,4,5
12676,13,29,2,1,ZA,1,4,5,4,5,1,5,1,5,5,2,4,5,3,2,3,3,4,3,2,4,5,2,4,2,5,1,3,2,5,2,1,4,3,2,4,4,3,2,3,5,5,2,5,1,4,1,4,5,5
12677,3,48,1,1,US,5,5,5,1,5,1,3,1,4,3,3,3,2,2,1,2,3,4,1,4,4,1,2,5,1,5,1,5,1,5,3,1,5,2,5,2,1,1,1,1,3,4,4,4,5,4,2,4,2,4
12678,3,19,2,2,US,1,5,5,1,5,1,5,1,5,5,2,2,5,2,4,1,5,1,2,2,1,5,5,2,5,4,4,3,5,2,5,4,4,5,4,4,5,5,5,2,2,5,2,5,1,2,1,2,3,5
12679,13,38,2,1,MT,1,5,5,1,4,2,4,1,2,4,3,4,3,5,1,4,1,5,2,4,3,2,2,4,1,5,2,4,4,3,4,2,2,4,2,4,1,1,2,5,1,4,4,4,2,4,1,4,1,4
12680,3,25,2,1,IS,4,3,4,1,4,1,5,1,3,5,2,3,5,3,4,1,5,5,4,2,2,2,3,3,1,4,3,4,2,5,1,2,2,4,3,3,5,2,2,3,5,5,2,5,1,4,1,4,4,5
12681,4,33,2,1,AE,5,4,3,1,2,1,4,3,4,4,3,4,3,5,5,2,4,3,4,3,1,4,1,4,2,3,4,3,4,4,3,4,1,5,4,3,3,4,4,3,3,4,3,3,4,4,1,4,1,4
12682,3,18,2,1,FI,4,3,5,4,5,1,5,1,4,4,3,3,4,5,4,2,5,2,4,1,3,5,4,3,4,2,3,2,4,3,4,4,3,2,4,4,4,5,3,4,4,3,1,4,1,4,1,3,3,4
12683,3,24,1,1,IS,5,2,5,3,1,5,2,4,1,4,3,5,1,3,3,3,1,5,4,3,2,5,3,4,5,2,3,1,5,1,4,4,1,5,2,4,4,5,5,5,2,5,1,5,1,4,1,5,3,4
12684,3,20,2,1,US,2,4,5,2,4,2,3,1,4,4,3,2,4,2,1,2,3,3,4,4,4,2,1,5,2,5,2,5,2,5,3,5,2,3,4,1,2,2,1,1,4,5,1,4,2,5,2,5,2,4
12685,3,22,1,3,NL,2,3,2,1,4,2,3,3,4,3,5,4,1,4,1,5,1,4,1,5,1,5,4,2,4,2,2,1,2,2,2,1,5,4,5,2,2,1,1,2,4,4,2,4,3,4,2,5,2,4
12686,3,19,1,1,US,3,5,2,3,3,5,3,4,3,2,4,4,3,4,3,2,4,4,3,2,2,3,2,2,3,3,3,2,2,3,3,3,4,2,3,3,2,2,2,2,5,5,1,5,2,4,1,5,5,5
12687,13,21,2,1,US,5,5,5,3,5,1,5,1,5,5,1,3,3,5,1,5,1,5,1,4,5,1,1,5,1,5,1,5,3,3,1,1,3,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,1,5
12688,3,18,2,1,FI,3,4,4,3,2,2,2,3,4,4,4,4,2,4,2,4,1,2,2,5,4,1,1,5,4,5,2,5,3,5,2,2,3,3,5,1,2,4,3,3,4,3,1,3,3,3,4,5,3,4
12689,3,20,2,1,US,1,4,5,2,4,2,3,1,4,4,3,4,3,5,2,3,3,2,2,3,4,1,1,5,3,5,1,5,3,2,4,2,3,4,3,2,2,3,3,2,5,4,2,5,3,4,1,4,4,4
12690,1,20,1,1,US,1,3,5,1,5,2,4,1,4,5,3,3,4,4,3,2,4,2,2,2,1,5,5,4,5,2,4,1,5,2,2,2,4,3,2,3,3,2,3,2,4,4,2,5,2,4,1,4,2,5
12691,3,19,1,1,RU,5,3,5,1,5,3,2,3,4,5,4,3,4,5,3,3,1,4,1,4,1,5,2,4,1,4,4,1,5,4,2,4,4,3,1,2,3,4,4,2,4,5,1,5,1,4,1,5,5,5
12692,13,22,2,2,BD,4,3,1,2,2,3,3,4,1,3,3,3,4,4,4,2,4,3,3,3,3,2,4,1,3,4,3,2,4,2,4,4,3,5,4,4,4,5,5,5,3,4,1,4,2,3,2,2,3,3
12693,1,36,2,1,US,2,2,4,2,4,2,3,2,4,2,4,4,4,3,4,1,4,4,2,4,2,3,1,2,2,5,2,4,4,4,5,2,1,4,2,2,4,4,4,5,5,5,1,5,1,4,1,5,5,5
12694,13,37,2,1,US,4,5,5,2,5,3,4,2,4,5,4,4,3,4,2,4,1,4,2,4,3,3,1,4,3,4,2,5,2,5,2,1,3,2,4,3,2,2,1,2,3,3,2,4,2,4,2,4,3,3
12695,3,37,2,1,NL,1,4,4,1,2,2,4,2,4,4,4,4,3,4,1,2,1,5,2,4,3,2,2,4,2,4,2,3,2,4,2,2,4,4,4,2,2,2,1,3,3,3,4,4,4,3,2,4,3,4
12696,3,21,1,1,BR,2,3,3,2,4,2,5,2,4,4,4,4,3,4,3,2,4,4,4,3,2,4,2,4,2,1,2,1,3,3,3,4,3,4,2,3,3,3,4,3,4,4,2,4,2,3,1,4,3,4
12697,3,68,1,1,US,1,4,1,2,2,3,3,3,2,3,1,3,1,2,2,3,3,2,3,3,1,3,1,2,2,3,3,2,3,4,1,4,1,2,2,3,3,3,2,4,1,4,1,2,2,3,3,2,3,3
12698,11,24,1,1,MY,5,5,5,3,5,2,5,4,5,5,3,1,2,4,1,5,5,5,4,3,5,5,1,5,4,5,2,5,1,5,4,5,5,4,5,5,1,2,2,5,3,5,4,4,2,5,1,4,1,5
12699,3,27,2,1,US,3,5,5,3,4,1,5,1,5,4,3,5,4,3,3,3,3,3,2,3,4,4,1,5,1,5,1,5,4,5,2,2,3,3,3,3,2,2,1,3,3,5,3,3,3,5,4,4,1,3
12700,4,20,1,1,IN,1,5,2,3,5,1,5,3,5,5,4,3,1,5,4,3,1,2,5,2,1,5,3,3,2,3,3,1,5,5,3,2,3,5,4,4,5,2,3,5,3,5,1,1,1,5,1,5,4,5
12701,3,19,2,1,US,3,5,3,4,5,3,5,3,5,5,4,4,3,5,3,3,2,5,1,5,1,5,3,2,5,1,1,1,5,1,5,5,1,5,1,5,1,5,5,5,4,5,3,5,3,5,1,5,4,5
12702,3,17,1,1,CA,3,4,5,3,3,2,4,2,3,3,4,4,2,2,3,2,3,3,1,3,3,3,3,4,2,3,2,4,4,2,1,2,4,3,2,4,3,3,3,4,2,3,2,4,3,4,3,2,2,4
12703,3,25,2,1,CA,1,5,5,2,3,4,4,1,4,4,5,5,1,4,1,5,1,5,1,5,4,1,1,5,1,5,1,3,2,4,4,1,3,4,5,1,1,1,1,2,2,4,1,1,3,4,1,5,1,4
12704,3,16,2,1,GB,2,3,5,2,4,2,3,2,5,4,4,4,4,4,2,4,5,4,2,1,4,2,1,4,2,5,1,4,2,5,1,2,4,5,4,2,4,1,1,4,5,5,2,5,2,4,1,5,5,5
12705,3,20,2,1,GR,1,4,5,1,5,2,5,2,4,5,1,4,4,4,4,2,3,5,2,3,3,5,5,2,4,3,3,2,5,2,4,5,3,4,1,4,4,5,5,4,4,3,2,5,2,3,1,3,3,5
12706,9,32,1,1,US,2,5,3,3,4,2,4,3,4,4,4,4,3,5,5,4,4,3,1,4,1,5,5,2,5,2,5,2,5,2,3,2,3,4,3,1,4,3,2,4,3,3,2,4,3,3,2,4,2,5
12707,3,20,2,1,US,1,3,5,2,5,1,5,1,4,5,3,3,4,4,2,3,2,4,3,1,3,1,1,5,1,5,1,5,2,5,4,3,2,5,3,3,3,3,3,3,5,5,2,5,3,3,1,4,3,3
12708,11,1994,2,1,MY,3,3,3,1,5,2,5,3,3,4,4,4,1,4,2,2,1,4,3,4,2,4,4,2,5,2,5,1,1,5,4,4,4,4,2,3,2,4,3,4,2,2,5,3,5,3,1,4,1,4
12709,3,26,2,1,CZ,3,5,3,3,3,3,3,3,3,4,2,5,3,4,5,1,3,2,5,1,4,1,2,3,1,4,1,3,3,5,4,4,3,2,2,3,3,4,4,5,5,5,1,4,1,5,1,5,5,4
12710,3,32,2,1,CA,1,5,5,1,5,2,4,1,4,5,4,4,5,5,3,1,1,5,1,4,3,5,5,2,3,3,2,2,5,2,4,4,5,5,1,4,2,2,3,4,5,5,1,5,3,4,1,5,4,5
12711,13,49,2,1,US,1,3,2,3,4,3,4,2,3,3,2,3,1,3,3,3,2,3,3,3,3,3,5,4,3,3,4,2,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,2,3,3,3
12712,1,32,1,1,US,1,4,5,3,4,2,4,1,4,3,5,5,2,5,2,5,2,5,1,5,3,4,2,5,3,5,2,1,3,2,2,2,4,5,3,3,5,2,2,3,5,4,1,5,1,5,1,5,1,5
12713,3,46,1,1,US,3,3,3,2,3,3,3,3,3,3,4,4,3,5,2,3,3,4,2,3,2,5,4,3,3,3,2,3,3,2,3,3,2,4,3,2,2,3,3,3,5,4,1,3,1,4,2,4,5,5
12714,3,19,2,1,US,1,4,4,1,5,1,5,1,5,5,3,2,2,3,2,2,2,2,3,3,3,4,3,4,3,4,3,2,5,3,5,5,2,5,1,3,4,2,3,3,3,3,5,4,2,3,2,2,1,3
12715,3,16,1,1,GB,2,3,5,4,4,2,5,2,4,5,2,3,1,3,5,2,3,4,3,4,3,4,5,4,2,5,4,3,3,4,4,4,4,5,4,1,3,4,4,4,4,5,3,5,3,4,1,2,3,5
12716,3,56,1,2,US,1,4,5,1,5,1,4,1,4,5,4,4,4,5,2,3,2,3,2,4,3,2,2,4,4,4,2,2,4,2,5,4,3,4,1,4,4,4,3,4,5,5,1,4,1,3,1,4,5,5
12717,3,23,2,1,US,2,2,5,1,4,2,5,1,4,5,4,3,1,4,2,2,1,5,1,5,3,2,2,4,3,4,1,4,3,4,4,2,3,5,2,2,3,3,3,3,4,5,1,5,1,4,1,5,2,5
12718,3,26,1,1,US,2,5,5,1,5,2,3,2,4,4,5,5,3,4,1,3,3,3,3,3,3,2,1,5,1,4,3,4,3,4,1,1,4,1,5,3,1,2,1,1,4,5,2,4,2,4,1,5,3,4
12719,3,57,2,1,GB,1,5,5,4,5,1,3,1,5,5,4,4,4,4,2,4,2,4,1,4,5,3,1,5,2,5,1,5,2,5,3,3,4,2,2,2,1,1,2,2,5,5,1,5,1,5,1,5,4,4
12720,13,25,2,1,IN,5,5,4,1,4,2,5,3,3,5,3,4,2,3,4,5,3,2,3,2,5,5,4,2,4,4,5,4,2,5,4,4,3,5,5,5,5,5,5,5,3,4,4,5,3,3,2,3,4,5
12721,4,21,1,1,BD,5,5,5,5,3,2,1,2,5,4,3,3,2,5,4,1,2,3,3,1,4,1,2,5,3,4,2,5,5,3,1,3,5,2,3,1,1,1,1,1,2,5,4,4,3,5,1,5,1,1
12722,3,48,2,1,US,1,5,4,1,4,2,5,2,4,5,3,5,4,5,2,3,4,4,2,3,2,5,3,2,3,4,3,3,3,2,3,5,3,4,2,2,3,3,2,2,4,3,2,4,3,4,2,4,3,5
12723,3,18,2,2,US,2,3,4,2,3,2,4,2,3,4,2,3,2,3,3,3,4,5,3,5,1,5,3,1,5,2,3,1,5,1,5,5,1,5,1,3,5,5,5,5,2,2,4,2,3,3,3,3,1,3
12724,3,27,2,1,US,2,5,5,2,5,1,4,1,4,5,2,4,2,4,3,2,2,4,2,4,4,1,2,4,2,5,2,4,3,4,4,3,3,4,2,3,3,4,4,4,4,4,3,5,1,5,1,4,4,4
12725,3,31,2,1,US,1,5,5,3,5,1,5,1,4,4,4,5,4,4,2,4,2,5,2,5,3,2,2,4,2,4,2,4,3,2,4,2,2,5,4,2,1,2,1,4,5,5,1,5,1,4,1,5,5,5
12726,3,18,2,1,US,2,4,4,2,4,1,5,2,5,4,5,4,2,5,1,4,1,5,3,5,5,1,1,5,1,5,1,5,1,5,3,1,4,4,5,3,4,3,2,2,3,5,2,4,4,5,1,5,3,3
12727,3,16,1,1,GB,1,3,1,1,5,2,1,2,1,2,4,4,2,5,1,1,1,5,3,1,3,4,3,3,5,4,3,1,5,3,2,2,5,5,4,2,2,2,1,2,4,5,1,5,1,4,1,5,5,5
12728,1,19,2,1,US,2,3,4,1,4,2,3,2,3,3,2,1,4,3,2,1,4,3,3,1,2,4,3,2,4,2,1,4,4,3,3,4,4,2,2,2,1,3,2,1,4,4,1,3,1,3,3,4,3,3
12729,1,19,2,1,US,2,3,3,2,4,2,3,3,3,3,1,2,4,2,1,1,4,2,4,1,1,4,4,2,4,2,1,4,4,3,3,4,3,2,2,2,2,3,3,2,4,4,1,3,1,4,2,4,4,4
12730,3,26,2,1,US,1,4,5,1,5,1,5,1,5,3,4,4,3,5,2,5,3,3,2,3,5,1,1,5,1,5,2,5,1,5,2,2,3,3,3,3,1,1,1,1,3,4,2,3,2,3,1,4,3,3
12731,3,18,1,1,US,4,3,5,3,3,4,3,4,3,2,2,2,4,4,4,1,4,3,4,1,2,4,5,5,5,3,4,2,5,2,1,5,5,1,2,2,1,5,5,1,4,5,1,5,1,5,1,5,4,2
12732,1,18,1,2,US,4,4,3,1,4,2,4,2,4,4,3,3,2,3,2,1,3,4,4,2,1,4,4,2,5,2,5,1,4,1,4,3,4,4,4,4,4,4,3,3,3,2,4,3,2,2,4,2,2,5
12733,3,43,1,1,GB,4,3,4,3,3,2,3,2,3,4,3,3,2,3,3,3,3,3,2,3,5,2,2,5,3,4,2,5,3,4,4,4,2,5,1,3,3,3,4,5,5,4,4,5,3,3,2,3,4,5
12734,3,21,1,1,GB,2,3,1,2,3,4,3,4,2,3,4,1,3,4,4,2,2,5,4,2,1,5,5,1,5,1,5,1,5,1,5,5,2,5,1,4,4,5,5,5,3,1,2,3,2,1,4,2,3,4
12735,11,26,2,2,TH,2,3,2,2,3,3,2,2,2,2,4,3,2,2,2,4,1,3,3,4,3,4,3,3,3,3,4,1,4,2,5,2,2,5,2,4,5,4,4,3,3,4,1,5,2,4,2,4,3,3
12736,3,39,1,1,CH,2,2,5,2,4,2,4,2,4,3,3,4,5,5,4,3,4,3,3,3,1,4,4,4,4,3,3,2,4,2,2,4,3,4,2,3,2,3,3,3,4,4,2,4,1,4,2,4,3,5
12737,3,56,2,1,CA,4,4,5,1,3,2,4,1,4,3,5,4,1,5,1,5,1,5,1,4,1,3,2,5,2,5,1,5,4,1,5,1,1,5,1,2,2,3,2,4,3,4,3,5,4,4,2,3,1,3
12738,12,20,1,1,US,1,4,4,4,4,2,4,3,5,4,3,4,4,5,3,2,4,4,3,3,4,3,1,5,2,4,1,3,4,4,2,2,4,5,3,3,3,2,1,3,4,5,1,5,1,5,1,4,4,5
12739,3,15,1,1,US,2,3,4,5,4,2,4,2,3,3,2,3,2,3,2,2,3,4,3,2,2,4,3,4,4,3,2,2,4,1,5,4,1,5,1,1,4,4,4,4,4,3,3,4,3,3,3,2,4,4
12740,13,21,2,1,PK,1,4,5,3,5,1,5,2,4,4,2,4,5,4,5,3,4,1,3,4,2,4,4,4,4,2,2,2,2,4,2,2,4,5,3,2,2,2,2,2,4,2,4,4,2,3,2,4,2,4
12741,13,30,2,1,US,2,5,3,1,4,4,5,2,3,3,4,4,3,3,1,4,2,4,2,4,4,2,2,4,1,5,2,4,2,4,3,1,4,2,5,1,2,1,1,2,3,3,3,4,3,3,1,4,2,2
12742,5,16,2,1,US,1,5,5,3,5,1,5,1,5,5,5,3,2,2,2,3,2,5,2,5,3,3,2,3,2,5,1,5,1,5,5,3,1,5,2,5,5,5,5,5,1,5,5,4,2,3,2,1,1,5
12743,3,21,2,1,US,1,5,5,1,5,1,5,2,5,5,5,5,2,5,2,3,2,4,1,4,1,5,4,4,5,2,4,1,5,1,5,3,3,5,2,2,3,3,3,4,5,3,2,5,2,4,2,5,4,4
12744,1,16,1,1,US,1,4,5,3,4,1,4,1,4,4,3,4,3,2,2,2,4,3,2,1,2,4,2,2,3,2,2,2,2,4,4,1,5,3,5,1,2,2,2,3,5,5,2,4,1,5,1,5,5,5
12745,13,13,2,1,GB,1,5,4,1,5,1,5,1,4,5,5,4,1,5,1,4,1,3,3,3,3,4,4,5,2,3,4,4,4,4,1,3,5,1,4,1,3,1,1,2,5,5,3,4,3,5,1,5,5,3
12746,0,26,2,1,CA,1,3,5,1,5,1,5,1,5,5,4,2,3,3,4,4,3,4,1,4,2,3,2,4,4,5,1,3,4,2,2,1,4,4,4,3,2,2,2,2,4,3,3,4,2,3,1,4,1,5
12747,3,16,2,1,SE,3,3,4,2,4,2,4,2,4,4,2,3,4,4,4,1,4,3,4,3,2,5,3,3,3,3,2,2,3,4,5,4,4,5,2,4,4,4,4,4,3,3,4,5,3,5,3,4,4,3
12748,13,16,2,1,US,1,3,4,1,4,1,4,1,3,5,5,4,2,4,2,5,4,5,3,4,1,5,5,3,4,4,4,1,5,1,3,3,5,3,3,1,1,3,2,2,2,3,4,3,3,3,3,5,2,5
12749,3,26,1,1,CA,1,3,5,2,4,1,4,2,4,4,4,4,3,5,2,3,3,5,1,4,3,3,3,4,3,3,2,4,4,4,2,1,4,3,4,1,3,1,1,2,4,5,1,5,2,5,1,5,3,4
12750,6,18,2,1,US,1,5,4,1,4,2,4,3,5,3,2,3,3,3,2,1,3,3,3,3,4,3,2,4,2,4,2,4,4,5,2,1,5,3,3,1,1,3,1,4,3,4,3,3,3,3,3,4,2,4
12751,4,19,2,1,US,2,2,4,4,4,2,3,2,4,4,3,3,5,4,4,3,4,5,3,4,3,5,2,4,2,4,2,4,5,3,5,4,3,5,2,4,5,5,5,5,3,4,1,4,3,5,1,4,3,3
12752,3,65,2,1,GB,3,3,4,2,4,3,4,3,4,3,1,3,3,3,4,1,4,2,4,1,2,5,4,3,4,2,4,3,4,2,4,5,2,4,1,4,3,2,2,3,5,2,1,4,2,2,2,4,4,5
12753,13,46,2,1,US,1,5,1,2,5,1,4,2,4,5,3,3,5,2,3,1,4,2,4,1,4,1,1,5,2,5,2,4,2,4,3,4,3,4,1,3,3,3,4,4,4,4,3,3,1,4,2,3,4,4
12754,3,52,2,1,US,1,5,4,3,5,2,5,1,4,5,4,3,2,3,2,2,3,3,1,3,3,3,2,4,1,4,2,3,3,3,3,3,1,4,4,3,4,3,3,4,5,4,1,5,2,5,1,5,4,4
12755,3,21,1,1,GB,3,5,5,2,4,4,4,1,3,4,2,5,3,4,4,4,3,4,2,4,4,2,2,4,3,4,2,4,2,4,4,4,3,5,3,4,5,4,4,2,3,4,4,4,2,5,2,4,2,4
12756,6,18,2,1,US,1,3,4,1,5,1,3,2,4,5,5,2,4,5,2,4,4,5,1,5,4,2,1,5,2,5,1,5,3,5,4,2,4,5,3,3,2,1,1,4,1,4,2,5,4,2,5,5,2,5
12757,3,54,2,1,US,1,5,4,1,5,1,5,1,5,4,4,4,1,5,2,4,1,5,1,4,4,2,1,4,1,4,2,4,2,3,2,1,4,2,5,1,1,1,1,2,5,5,1,5,1,4,1,5,4,4
12758,3,32,2,1,US,1,3,5,3,5,1,4,1,4,5,4,4,2,4,3,4,1,3,1,4,4,2,2,4,3,5,2,4,3,4,3,4,3,4,2,2,3,3,2,3,5,5,1,5,1,4,1,4,5,4
12759,3,20,1,1,NZ,2,3,5,2,4,3,4,2,3,4,2,3,4,3,2,2,5,2,3,2,3,4,2,4,4,4,2,4,4,4,4,2,4,4,3,4,4,3,2,3,3,4,2,4,2,4,2,4,2,4
